Codigo_Cliente;Segmento_RFM;CLV_Estimado;CLV_Categoria;Score_Saude_Cliente;Prioridade_Acao;Estrategia_Recomendada;Receita_Total;Ticket_Medio;Num_Transacoes;Days_Since_Last_Purchase;Risco_Churn_Flag;R_Score;F_Score;M_Score;RFM_Score;Estado_Estimado;Faixa_Etaria_Estimada;Genero_Estimado;Categoria_Preferida;Canal_Preferencial;Padrao_Sazonal;Primeira_Compra;Ultima_Compra;Quantidade_sum;Produtos_Unicos;Grupo_Produto_<lambda>;Total_Itens;Customer_Lifecycle_Days;Avg_Days_Between_Purchases;Recency_Days;Frequency_Count;Monetary_Value;Purchase_Frequency_Annual;Estimated_Margin_Per_Purchase;Estimated_Lifetime_Years;CLV_Projetado_24M;Estado_Civil_Estimado;Mes_Pico_Compras;Proxima_Compra_Prevista_Dias;Investimento_Sugerido;ROI_Esperado_Estrategia;Score_Atividade;Score_Fidelidade;Score_Valor;Score_Potencial;Score_Urgencia
CM0028412;Regulares;37439.22;Premium;31.1;5;Manutencao_Relacionamento;1782.8200000000002;594.2733333333334;3;7;0;3;1;3;313;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-19;2025-05-19;41;3;ALIANCA PRATA;3;1;0.3;7;3;1782.8200000000002;30.0;356.564;3.5;74878.44;Casado;5;0.0;800.0;2.0;75.0;1.9;1.9;1.9;20
CM0027453;Potenciais_Leais;-326560.08;;30.9;5;Campanha_Frequencia;-15550.48;-555.3742857142857;28;10;0;3;5;1;351;PR;18-25;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-16;2025-05-16;-214;28;ALIANCA PRATA;28;1;0.0;10;28;-15550.48;280.0;-333.22457142857144;3.5;-653120.16;Solteiro;5;0.0;-26124.81;2.8;64.3;17.4;0.0;0.0;0
CM0037961;Regulares;14110.11;Medio;30.8;5;Manutencao_Relacionamento;671.91;223.97;3;7;0;3;2;2;322;MG;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;13;3;ALIANCA PRATA;3;1;0.3;7;3;671.91;30.0;134.382;3.5;28220.22;Casado;5;0.0;800.0;2.0;75.0;1.9;0.7;0.7;0
CM0053479;Regulares;26652.78;Alto;30.8;5;Manutencao_Relacionamento;1269.18;634.59;2;7;0;3;1;3;313;SP;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;73;2;ALIANCA PRATA;2;1;0.5;7;2;1269.18;20.0;380.754;3.5;53305.56;Casado;5;0.0;800.0;2.0;75.0;1.2;1.4;1.4;0
CM0058360;Leais;422346.12;Premium;30.8;5;Fidelizacao_Pontos;20111.72;1340.7813333333334;15;13;0;3;5;5;355;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-13;2025-05-13;540;15;ALIANCA PRATA;15;1;0.1;13;15;20111.72;150.0;804.4688;3.5;844692.24;Casado;5;0.0;2000.0;3.8;53.6;9.3;22.0;22.0;20
CM0059648;Regulares;36174.6;Premium;30.8;5;Manutencao_Relacionamento;1722.6;1722.6;1;7;0;3;1;3;313;RS;36-50;Feminino;Colares;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;2;1;ALIANCA 750;1;1;1.0;7;1;1722.6;10.0;1033.56;3.5;72349.2;Casado;5;0.0;800.0;2.0;75.0;0.6;1.9;1.9;20
CM0005619;Regulares;21454.44;Alto;30.7;5;Manutencao_Relacionamento;1021.6400000000001;510.82000000000005;2;7;0;3;1;2;312;RS;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;19;2;ANEL PRATA;2;1;0.5;7;2;1021.6400000000001;20.0;306.492;3.5;42908.88;Solteiro;5;0.0;800.0;2.0;75.0;1.2;1.1;1.1;0
CM0044598;Regulares;19332.6;Alto;30.7;5;Manutencao_Relacionamento;920.6;460.3;2;7;0;3;1;2;312;RJ;18-25;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;3;2;ALIANCA BLEND;2;1;0.5;7;2;920.6;20.0;276.18;3.5;38665.2;Casado;5;0.0;800.0;2.0;75.0;1.2;1.0;1.0;0
C000008558;Leais;100780.47;Premium;30.6;5;Fidelizacao_Pontos;4799.07;266.615;18;10;0;3;5;4;354;MG;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-02;2025-05-16;37;17;ALIANCA PRATA;18;15;0.8;10;18;4799.07;180.0;159.969;3.5;201560.94;Casado;5;0.0;2000.0;3.8;64.3;11.2;5.2;5.2;20
CM0038617;Regulares;-4745.58;;30.6;5;Manutencao_Relacionamento;-225.98000000000002;-75.32666666666667;3;7;0;3;2;1;321;SP;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;-4;3;ALIANCA PRATA;3;1;0.3;7;3;-225.98000000000002;30.0;-45.196;3.5;-9491.16;Solteiro;5;0.0;-379.65;2.0;75.0;1.9;0.0;0.0;0
CM0057773;Regulares;2608.62;Baixo;30.6;5;Manutencao_Relacionamento;124.22;41.406666666666666;3;7;0;3;2;1;321;SP;18-25;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;3;3;ALIANCA MOEDA;3;1;0.3;7;3;124.22;30.0;24.843999999999998;3.5;5217.24;Casado;5;0.0;208.69;2.0;75.0;1.9;0.1;0.1;0
CM0042725;Regulares;15694.56;Alto;30.4;5;Manutencao_Relacionamento;747.36;747.36;1;7;0;3;1;2;312;MG;18-25;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;1;1;ANEL;1;1;1.0;7;1;747.36;10.0;448.416;3.5;31389.12;Casado;5;0.0;800.0;2.0;75.0;0.6;0.8;0.8;0
CM0047668;Regulares;1090.11;Baixo;30.2;5;Manutencao_Relacionamento;51.91;51.91;1;7;0;3;1;1;311;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-19;2025-05-19;2;1;ALIANCA PRATA;1;1;1.0;7;1;51.91;10.0;31.145999999999997;3.5;2180.22;Solteiro;5;0.0;87.21;2.0;75.0;0.6;0.1;0.1;0
CM0049673;Regulares;-2298.24;;30.2;5;Manutencao_Relacionamento;-109.44;-109.44;1;7;0;3;1;1;311;SP;26-35;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;-8;1;ALIANCA PRATA;1;1;1.0;7;1;-109.44;10.0;-65.664;3.5;-4596.48;Casado;5;0.0;-183.86;2.0;75.0;0.6;0.0;0.0;0
CM0005499;Leais;102211.83;Premium;30.0;5;Fidelizacao_Pontos;4867.2300000000005;221.23772727272728;22;11;0;3;5;4;354;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-05;2025-05-15;99;22;ALIANCA ACO;22;11;0.5;11;22;4867.2300000000005;220.0;132.74263636363636;3.5;204423.66;Casado;5;0.0;2000.0;3.8;60.7;13.7;5.3;5.3;20
CM0045913;Leais;150979.5;Premium;30.0;5;Fidelizacao_Pontos;7189.5;276.5192307692308;26;12;0;3;5;5;355;SP;26-35;Feminino;Pulseiras;WhatsApp_VIP;Outono;2025-04-30;2025-05-14;87;21;ALIANCA LATAO FOLHEA;26;15;0.6;12;26;7189.5;260.0;165.91153846153847;3.5;301959.0;Casado;4;0.0;2000.0;3.8;57.1;16.1;7.9;7.9;20
CM0060485;Leais;157304.91;Premium;30.0;5;Fidelizacao_Pontos;7490.71;749.071;10;10;0;3;4;5;345;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-13;2025-05-16;18;9;BRUTA 2;10;4;0.4;10;10;7490.71;100.0;449.4426;3.5;314609.82;Casado;5;0.0;2000.0;3.8;64.3;6.2;8.2;8.2;20
CM0058324;Leais;107548.77;Premium;29.7;5;Fidelizacao_Pontos;5121.37;256.0685;20;11;0;3;5;5;355;PR;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-15;94;18;ALIANCA LATAO FOLHEA;20;16;0.8;11;20;5121.37;200.0;153.64109999999997;3.5;215097.54;Casado;4;0.0;2000.0;3.8;60.7;12.4;5.6;5.6;20
CM0025939;Leais;125588.61;Premium;29.2;5;Fidelizacao_Pontos;5980.41;192.91645161290322;31;13;0;3;5;5;355;RJ;26-35;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-13;2025-05-13;132;31;ALIANCA PRATA;31;1;0.0;13;31;5980.41;310.0;115.74987096774193;3.5;251177.22;Solteiro;5;0.0;2000.0;3.8;53.6;19.3;6.5;6.5;20
CM0044635;Leais;59452.89;Premium;28.8;5;Fidelizacao_Pontos;2831.09;104.85518518518519;27;12;0;3;5;4;354;MG;26-35;Masculino;Brincos;WhatsApp_VIP;Outono;2025-04-30;2025-05-14;89;26;ALIANCA ACO;27;15;0.6;12;27;2831.09;270.0;62.913111111111114;3.5;118905.78;Casado;4;0.0;2000.0;3.8;57.1;16.8;3.1;3.1;20
CM0017383;Leais;107612.4;Premium;28.2;5;Fidelizacao_Pontos;5124.4;256.21999999999997;20;12;0;3;5;5;355;SP;18-25;Masculino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-14;137;18;ALIANCA LATAO FOLHEA;20;15;0.8;12;20;5124.4;200.0;153.73199999999997;3.5;215224.8;Solteiro;4;0.0;2000.0;3.8;57.1;12.4;5.6;5.6;20
CM0032655;Leais;33758.55;Premium;28.1;5;Fidelizacao_Pontos;1607.55;160.755;10;10;0;3;4;3;343;PR;18-25;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-02;2025-05-16;27;10;ALIANCA PRATA;10;15;1.5;10;10;1607.55;100.0;96.45299999999999;3.5;67517.1;Solteiro;5;0.0;2000.0;3.8;64.3;6.2;1.8;1.8;20
CM0026614;Potenciais_Leais;8156.4;Medio;27.7;5;Campanha_Frequencia;388.4;38.839999999999996;10;10;0;3;4;2;342;PR;26-35;Masculino;Pulseiras;E-commerce;Outono;2025-04-29;2025-05-16;10;9;ALIANCA PRATA;10;18;1.8;10;10;388.4;100.0;23.304;3.5;16312.8;Casado;4;0.0;652.51;2.8;64.3;6.2;0.4;0.5;0
CM0044693;Potenciais_Leais;12970.65;Medio;27.4;5;Campanha_Frequencia;617.6500000000001;77.20625000000001;8;10;0;3;4;2;342;RJ;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-12;2025-05-16;15;7;ALIANCA PRATA;8;5;0.6;10;8;617.6500000000001;80.0;46.323750000000004;3.5;25941.3;Casado;5;0.0;800.0;2.8;64.3;5.0;0.7;0.8;0
CM0044256;Potenciais_Leais;7597.8;Medio;27.3;5;Campanha_Frequencia;361.8;45.225;8;10;0;3;4;2;342;RJ;26-35;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-13;2025-05-16;10;8;ALIANCA PRATA;8;4;0.5;10;8;361.8;80.0;27.135;3.5;15195.6;Solteiro;5;0.0;607.82;2.8;64.3;5.0;0.4;0.5;0
CM0005097;Leais;56806.68;Premium;27.0;5;Fidelizacao_Pontos;2705.08;270.508;10;11;0;3;4;4;344;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-15;60;10;ALIANCA LATAO FOLHEA;10;16;1.6;11;10;2705.08;100.0;162.30479999999997;3.5;113613.36;Casado;4;0.0;2000.0;3.8;60.7;6.2;3.0;3.0;20
CM0044760;Regulares;31578.54;Premium;27.0;5;Manutencao_Relacionamento;1503.74;375.935;4;10;0;3;2;3;323;SP;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-16;2025-05-16;39;4;ALIANCA PRATA;4;1;0.2;10;4;1503.74;40.0;225.561;3.5;63157.08;Solteiro;5;0.0;800.0;2.0;64.3;2.5;1.6;1.6;20
CM0036162;Regulares;36771.0;Premium;26.9;5;Manutencao_Relacionamento;1751.0;583.6666666666666;3;10;0;3;2;3;323;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-16;2025-05-16;4;3;FINANCEIRO;3;1;0.3;10;3;1751.0;30.0;350.2;3.5;73542.0;Casado;5;0.0;800.0;2.0;64.3;1.9;1.9;1.9;20
C000008415;Leais;64480.71;Premium;26.8;5;Fidelizacao_Pontos;3070.51;191.906875;16;12;0;3;5;4;354;RS;26-35;Masculino;Pulseiras;WhatsApp_VIP;Outono;2025-04-30;2025-05-14;78;16;ALIANCA PRATA;16;15;0.9;12;16;3070.51;160.0;115.144125;3.5;128961.42;Casado;4;0.0;2000.0;3.8;57.1;9.9;3.4;3.4;20
CM0057454;Leais;221036.13;Premium;26.8;5;Fidelizacao_Pontos;10525.53;1052.553;10;13;0;3;4;5;345;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-07;2025-05-13;200;9;ALIANCA PRATA;10;7;0.7;13;10;10525.53;100.0;631.5318000000001;3.5;442072.26;Solteiro;5;0.0;2000.0;3.8;53.6;6.2;11.5;11.5;20
C000008530;Leais;84133.98;Premium;26.7;5;Fidelizacao_Pontos;4006.38;667.73;6;11;0;3;3;4;334;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-15;2025-05-15;147;6;ALIANCA PRATA;6;1;0.2;11;6;4006.38;60.0;400.638;3.5;168267.96;Casado;5;0.0;2000.0;3.8;60.7;3.7;4.4;4.4;20
C000008830;Leais;141216.39;Premium;26.7;5;Fidelizacao_Pontos;6724.59;747.1766666666667;9;12;0;3;4;5;345;SP;26-35;Masculino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-14;123;6;ALIANCA LATAO FOLHEA;9;15;1.7;12;9;6724.59;90.0;448.30600000000004;3.5;282432.78;Solteiro;4;0.0;2000.0;3.8;57.1;5.6;7.4;7.4;20
C000008836;Leais;52160.01;Premium;26.6;5;Fidelizacao_Pontos;2483.81;155.238125;16;12;0;3;5;3;353;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-14;2025-05-14;16;16;ALIANCA LATAO FOLHEA;16;1;0.1;12;16;2483.81;160.0;93.14287499999999;3.5;104320.02;Casado;5;0.0;2000.0;3.8;57.1;9.9;2.7;2.7;20
CM0049242;Regulares;17175.9;Alto;26.6;5;Manutencao_Relacionamento;817.9;272.6333333333333;3;10;0;3;2;2;322;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-16;2025-05-16;3;3;ALIANCA BLEND;3;1;0.3;10;3;817.9;30.0;163.57999999999998;3.5;34351.8;Solteiro;5;0.0;800.0;2.0;64.3;1.9;0.9;0.9;0
CM0040911;Regulares;102755.1;Premium;26.5;5;Manutencao_Relacionamento;4893.1;1631.0333333333335;3;11;0;3;2;4;324;RJ;26-35;Masculino;Colares;E-commerce;Datas_Comemorativas;2025-05-15;2025-05-15;3;3;FINANCEIRO;3;1;0.3;11;3;4893.1;30.0;978.6200000000001;3.5;205510.2;Casado;5;0.0;800.0;2.0;60.7;1.9;5.4;5.4;20
CM0030308;Regulares;6487.32;Medio;26.4;5;Manutencao_Relacionamento;308.92;102.97333333333334;3;10;0;3;2;1;321;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-16;2025-05-16;3;3;BRUTA 2;3;1;0.3;10;3;308.92;30.0;61.784000000000006;3.5;12974.64;Solteiro;5;0.0;518.99;2.0;64.3;1.9;0.3;0.3;0
CM0035004;Regulares;3902.64;Baixo;26.4;5;Manutencao_Relacionamento;185.84;61.946666666666665;3;10;0;3;2;1;321;RJ;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-16;2025-05-16;3;3;ALIANCA PRATA;3;1;0.3;10;3;185.84;30.0;37.168;3.5;7805.28;Casado;5;0.0;312.21;2.0;64.3;1.9;0.2;0.2;0
CM0045876;Leais;142362.36;Premium;26.4;5;Fidelizacao_Pontos;6779.16;968.4514285714286;7;12;0;3;3;5;335;SP;26-35;Masculino;Brincos;Presencial;Outono;2025-04-30;2025-05-14;103;6;ALIANCA PRATA FOLHEA;7;15;2.1;12;7;6779.16;70.0;581.0708571428571;3.5;284724.72;Solteiro;4;0.0;2000.0;3.8;57.1;4.3;7.4;7.4;20
C000008495;Regulares;16317.0;Alto;26.1;5;Manutencao_Relacionamento;777.0;777.0;1;10;0;3;1;2;312;RJ;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-16;2025-05-16;30;1;ANEL PRATA;1;1;1.0;10;1;777.0;10.0;466.2;3.5;32634.0;Casado;5;0.0;800.0;2.0;64.3;0.6;0.8;0.8;0
C000008774;Regulares;-1951.95;;26.1;5;Manutencao_Relacionamento;-92.94999999999982;-46.47499999999991;2;10;0;3;1;1;311;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-12;2025-05-16;0;1;ALIANCA 750;2;5;2.5;10;2;-92.94999999999982;20.0;-27.884999999999945;3.5;-3903.9;Solteiro;5;0.0;-156.16;2.0;64.3;1.2;0.0;0.0;0
CM0039641;Regulares;1961.82;Baixo;26.1;5;Manutencao_Relacionamento;93.42;46.71;2;10;0;3;1;1;311;PR;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-16;2025-05-16;3;2;ALIANCA LATAO FOLHEA;2;1;0.5;10;2;93.42;20.0;28.026;3.5;3923.64;Casado;5;0.0;156.95;2.0;64.3;1.2;0.1;0.1;0
C000008509;Regulares;510.3;Baixo;25.9;5;Manutencao_Relacionamento;24.3;24.3;1;10;0;3;1;1;311;RJ;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-16;2025-05-16;1;1;ALIANCA PRATA;1;1;1.0;10;1;24.3;10.0;14.58;3.5;1020.6;Casado;5;0.0;40.82;2.0;64.3;0.6;0.0;0.0;0
CM0031348;Leais;43377.6;Premium;25.9;5;Fidelizacao_Pontos;2065.6;413.12;5;11;0;3;3;3;333;SP;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-15;2025-05-15;78;5;ALIANCA MOEDA;5;1;0.2;11;5;2065.6;50.0;247.87199999999999;3.5;86755.2;Casado;5;0.0;2000.0;3.8;60.7;3.1;2.3;2.3;20
CM0060539;Leais;35459.13;Premium;25.9;5;Fidelizacao_Pontos;1688.53;281.4216666666667;6;11;0;3;3;3;333;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-15;2025-05-15;46;6;ALIANCA PRATA;6;1;0.2;11;6;1688.53;60.0;168.853;3.5;70918.26;Solteiro;5;0.0;2000.0;3.8;60.7;3.7;1.8;1.8;20
C000008412;Potenciais_Leais;14075.46;Medio;25.8;5;Campanha_Frequencia;670.26;95.75142857142858;7;11;0;3;3;2;332;MG;26-35;Feminino;Brincos;E-commerce;Outono;2025-04-30;2025-05-15;18;6;ALIANCA PRATA;7;16;2.3;11;7;670.26;70.0;57.450857142857146;3.5;28150.92;Solteiro;4;0.0;800.0;2.8;60.7;4.3;0.7;0.8;0
CM0005849;Leais;41974.38;Premium;25.8;5;Fidelizacao_Pontos;1998.78;166.565;12;12;0;3;5;3;353;RS;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-14;2025-05-14;47;12;ALIANCA ACO;12;1;0.1;12;12;1998.78;120.0;99.939;3.5;83948.76;Solteiro;5;0.0;2000.0;3.8;57.1;7.5;2.2;2.2;20
CM0028642;Leais;117571.44;Premium;25.6;5;Fidelizacao_Pontos;5598.64;1119.728;5;12;0;3;3;5;335;RS;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-14;2025-05-14;108;5;ALIANCA PRATA;5;1;0.2;12;5;5598.64;50.0;671.8368;3.5;235142.88;Casado;5;0.0;2000.0;3.8;57.1;3.1;6.1;6.1;20
CM0042174;Regulares;30031.68;Premium;25.5;5;Manutencao_Relacionamento;1430.08;357.52;4;11;0;3;2;3;323;MG;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-08;2025-05-15;16;2;ALIANCA PRATA;4;8;2.0;11;4;1430.08;40.0;214.51199999999997;3.5;60063.36;Casado;5;0.0;800.0;2.0;60.7;2.5;1.6;1.6;20
CM0032856;Leais;109173.75;Premium;25.4;5;Fidelizacao_Pontos;5198.75;433.2291666666667;12;13;0;3;5;5;355;RJ;26-35;Feminino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-13;2025-05-13;42;12;ALIANCA ACO;12;1;0.1;13;12;5198.75;120.0;259.9375;3.5;218347.5;Solteiro;5;0.0;2000.0;3.8;53.6;7.5;5.7;5.7;20
CM0016024;Potenciais_Leais;-4335.66;;25.3;5;Campanha_Frequencia;-206.46;-15.881538461538462;13;12;0;3;5;1;351;PR;18-25;Masculino;Pulseiras;E-commerce;Outono;2025-04-28;2025-05-14;0;11;ALIANCA MOEDA;13;17;1.3;12;13;-206.46;130.0;-9.528923076923077;3.5;-8671.32;Casado;4;0.0;-346.85;2.8;57.1;8.1;0.0;0.0;0
CM0056331;Leais;77337.75;Premium;25.3;5;Fidelizacao_Pontos;3682.75;526.1071428571429;7;12;0;3;3;4;334;MG;26-35;Masculino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-06;2025-05-14;49;6;FINANCEIRO;7;9;1.3;12;7;3682.75;70.0;315.6642857142857;3.5;154675.5;Casado;5;0.0;2000.0;3.8;57.1;4.3;4.0;4.0;20
CM0024236;Leais;90375.6;Premium;25.2;5;Fidelizacao_Pontos;4303.6;860.72;5;12;0;3;3;4;334;RJ;18-25;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-14;2025-05-14;5;5;CORRENTE;5;1;0.2;12;5;4303.6;50.0;516.432;3.5;180751.2;Casado;5;0.0;2000.0;3.8;57.1;3.1;4.7;4.7;20
RM000007;Regulares;206237.43;Premium;25.2;5;Manutencao_Relacionamento;9820.83;3273.61;3;13;0;3;2;5;325;RJ;26-35;Masculino;Anéis;E-commerce;Datas_Comemorativas;2025-05-13;2025-05-13;3;3;BRINCO;3;1;0.3;13;3;9820.83;30.0;1964.166;3.5;412474.86;Casado;5;0.0;800.0;2.0;53.6;1.9;10.7;10.7;20
C000008318;Leais;150007.2;Premium;25.1;5;Fidelizacao_Pontos;7143.200000000001;1020.4571428571429;7;13;0;3;3;5;335;SP;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-13;2025-05-13;214;7;ALIANCA PRATA;7;1;0.1;13;7;7143.200000000001;70.0;612.2742857142857;3.5;300014.4;Solteiro;5;0.0;2000.0;3.8;53.6;4.3;7.8;7.8;20
C000008798;Leais;74668.86;Premium;25.1;5;Fidelizacao_Pontos;3555.66;592.61;6;12;0;3;3;4;334;RJ;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-05;2025-05-14;10;4;FINANCEIRO;6;10;1.7;12;6;3555.66;60.0;355.566;3.5;149337.72;Casado;5;0.0;2000.0;3.8;57.1;3.7;3.9;3.9;20
CM0029305;Leais;149313.36;Premium;25.1;5;Fidelizacao_Pontos;7110.16;1015.7371428571429;7;13;0;3;3;5;335;SP;26-35;Masculino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-13;2025-05-13;194;7;ALIANCA ACO;7;1;0.1;13;7;7110.16;70.0;609.4422857142857;3.5;298626.72;Casado;5;0.0;2000.0;3.8;53.6;4.3;7.8;7.8;20
CM0035961;Leais;117988.29;Premium;25.0;5;Fidelizacao_Pontos;5618.49;624.2766666666666;9;13;0;3;4;5;345;SP;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-02;2025-05-13;154;8;ALIANCA PRATA;9;12;1.3;13;9;5618.49;90.0;374.566;3.5;235976.58;Casado;5;0.0;2000.0;3.8;53.6;5.6;6.1;6.1;20
CM0055120;Potenciais_Leais;11917.5;Medio;24.9;5;Campanha_Frequencia;567.5;56.75;10;12;0;3;4;2;342;SP;26-35;Feminino;Pulseiras;E-commerce;Outono;2025-04-30;2025-05-14;16;10;ALIANCA PRATA;10;15;1.5;12;10;567.5;100.0;34.05;3.5;23835.0;Casado;4;0.0;800.0;2.8;57.1;6.2;0.6;0.7;0
CM0054929;Leais;84169.89;Premium;24.8;5;Fidelizacao_Pontos;4008.09;364.3718181818182;11;13;0;3;5;4;354;SP;26-35;Masculino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-13;2025-05-13;67;11;ALIANCA PRATA;11;1;0.1;13;11;4008.09;110.0;218.6230909090909;3.5;168339.78;Solteiro;5;0.0;2000.0;3.8;53.6;6.8;4.4;4.4;20
CM0033650;Regulares;3072.72;Baixo;24.7;5;Manutencao_Relacionamento;146.32;73.16;2;11;0;3;1;1;311;PR;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-15;2025-05-15;3;2;BRUTA 2;2;1;0.5;11;2;146.32;20.0;43.895999999999994;3.5;6145.44;Solteiro;5;0.0;245.82;2.0;60.7;1.2;0.2;0.2;0
C000008770;Potenciais_Leais;22467.9;Alto;24.6;5;Campanha_Frequencia;1069.9;71.32666666666667;15;13;0;3;5;2;352;MG;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-29;2025-05-13;33;6;ANEL PRATA;15;15;1.0;13;15;1069.9;150.0;42.796;3.5;44935.8;Casado;4;0.0;800.0;2.8;53.6;9.3;1.2;1.4;0
CM0005436;Regulares;-1897.14;;24.6;5;Manutencao_Relacionamento;-90.34;-45.17;2;11;0;3;1;1;311;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-15;2025-05-15;-2;2;ALIANCA ACO;2;1;0.5;11;2;-90.34;20.0;-27.102;3.5;-3794.28;Casado;5;0.0;-151.77;2.0;60.7;1.2;0.0;0.0;0
CM0017992;Regulares;61287.24;Premium;24.6;5;Manutencao_Relacionamento;2918.44;729.61;4;12;0;3;2;4;324;RS;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-14;2025-05-14;64;4;ALIANCA PRATA;4;1;0.2;12;4;2918.44;40.0;437.766;3.5;122574.48;Casado;5;0.0;800.0;2.0;57.1;2.5;3.2;3.2;20
CM0034482;Leais;92367.87;Premium;24.6;5;Fidelizacao_Pontos;4398.47;488.7188888888889;9;13;0;3;4;4;344;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-13;2025-05-13;89;9;ALIANCA PRATA;9;1;0.1;13;9;4398.47;90.0;293.23133333333334;3.5;184735.74;Casado;5;0.0;2000.0;3.8;53.6;5.6;4.8;4.8;20
CM0060427;Potenciais_Leais;14025.48;Medio;24.6;5;Campanha_Frequencia;667.8800000000001;83.48500000000001;8;12;0;3;4;2;342;RJ;18-25;Feminino;Brincos;E-commerce;Outono;2025-04-29;2025-05-14;13;2;ALIANCA PRATA;8;16;2.0;12;8;667.8800000000001;80.0;50.09100000000001;3.5;28050.96;Solteiro;4;0.0;800.0;2.8;57.1;5.0;0.7;0.8;0
C000008335;Potenciais_Leais;7018.41;Medio;24.3;5;Campanha_Frequencia;334.21;47.74428571428571;7;12;0;3;3;1;331;RS;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-06;2025-05-14;7;5;ALIANCA ACO;7;9;1.3;12;7;334.21;70.0;28.646571428571423;3.5;14036.82;Casado;5;0.0;561.47;2.8;57.1;4.3;0.4;0.5;0
C000008740;Leais;33025.44;Premium;24.3;5;Fidelizacao_Pontos;1572.64;314.528;5;12;0;3;3;3;333;SP;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-14;2025-05-14;37;5;ALIANCA PRATA;5;1;0.2;12;5;1572.64;50.0;188.7168;3.5;66050.88;Solteiro;5;0.0;2000.0;3.8;57.1;3.1;1.7;1.7;20
